"","V1","V2","V3"
"04924","C030401","C150103","C150101"
"04925","A020303","A020302","A020209"
"04926","A020102","A020101","A010604"
"04927","A010603","A010401","A040222"
"04928","B150601","B150101","B150701"
"04929","B050501","B100502","B210802"
"04930","A010653","A010631","A010402"
"04931","C120101","C070101","C150101"
"04932","C030401","C030901","C070101"
"04933","A020302","A010653","A011004"
"04934","B100305","B140103","B140101"
"04935","A010402","A010401","A010404"
"04936","A010402","A010403","A010631"
"04937","B100305","B430101","B210802"
"04938","A010403","A040224","B100301"
"04939","A010707","A010404","A010301"
"04940","A010803","A011003","A010103"
"04941","A010606","A010601","A040209"
"04942","B050502","B040101","B050117"
"04943","A020302","A010652","B380404"
"04944","A040217","A010901","A010608"
"04945","B750201","C120101","C120601"
"04946","C170206","A040209","B210802"
"04947","B050117","A010402","A010501"
"04948","B750304","B130303","B100305"
"04949","A020302","B160501","B141305"
"04950","B100305","B430101","B100301"
"04951","C070101","C090101","C120201"
"04952","B140101","B140103","B480301"
"04953","A040228","A020302","C170206"
"04954","A010613","A010403","A020302"
"04955","A010401","A040233","A010608"
"04956","C150103","C030303","C010206"
"04957","B670402","B210802","B100504"
"04958","A011003","A010403","A010710"
"04959","C170701","A010613","A010401"
"04960","B140101","B200801","B740101"
"04961","B210802","B100306","B210107"
"04962","B210802","B210107","B670302"
"04963","A010613","A020302","A010302"
"04964","C030401","C170206","C170701"
"04965","A010404","A010401","A010302"
"04966","A010608","A010302","A010404"
"04967","A010302","A040224","A011001"
"04968","C070101","C070202","C060406"
"04969","C150103","C010206","A011004"
"04970","A020302","A010613","A040224"
"04971","A010710","A011004","A010404"
"04972","B100504","B140101","B430802"
"04973","B100502","B100305","B140201"
"04974","C120201","A010302","A010404"
"04975","A010608","A060202","A020302"
"04976","B210802","B140202","B140103"
"04977","A020302","A010404","A010402"
"04978","B100305","B100504","B100502"
"04979","A010652","B200801","A010613"
"04980","A010404","A010401","A010302"
"04981","A010402","A040209","A010302"
"04982","B100305","B160102","B160201"
"04983","B160101","B380404","B200602"
"04984","A010201","A010401","A080103"
"04985","A040224","A020302","A010402"
"04986","B100305","B140103","B740101"
"04987","A010644","C070102","C150101"
"04988","A050310","A020302","A040228"
"04989","A020302","B140103","C030901"
"04990","C120201","C110101","C120101"
"04991","C110601","C060406","C150101"
"04992","A010302","A010101","A010202"
"04993","B380404","B670402","B430101"
"04994","A010644","A010302","A011001"
"04995","B100305","A040222","B050101"
"04996","B080601","B140103","B100305"
"04997","A010613","A011001","A010603"
"04998","A090201","A010302","A010602"
"04999","C120501","C110203","C030401"
"05000","B740101","B740102","B120201"
"05001","B160201","B140103","B150601"
"05002","C120201","C070101","C160203"
"05003","A010608","A010302","A020302"
"05004","C150401","C030401","A020116"
"05005","A010402","A010302","A010404"
"05006","A040224","A010613","A040254"
"05007","A010404","A010402","A010901"
"05008","B050501","B210802","B430101"
"05009","B160201","B210802","B100305"
"05010","B100305","B100504","A010654"
"05011","A010630","A010653","A040306"
"05012","A020302","A010644","A040214"
"05013","B890104","B210802","B140101"
"05014","A010601","A060114","A040224"
"05015","A070608","A020302","A010705"
"05016","A020208","A020109","A040229"
"05017","B140103","B160201","C070203"
"05018","C070101","C150101","C050209"
"05019","B100305","B140703","B140101"
"05020","B100504","B450401","B140301"
"05021","B050501","B051005","B010102"
"05022","A010302","A010402","A010404"
"05023","B160101","B100305","B090402"
"05024","C010206","C150405","C150103"
"05025","A060201","A060203","B900301"
"05026","A010403","A020302","A010644"
"05027","C070101","C110203","C170206"
"05028","A020302","B100305","A010901"
"05029","B100305","B210802","B890103"
"05030","B210802","A030113","B270314"
"05031","A010902","A010302","A010608"
"05032","A040222","A040224","A020302"
"05033","C070101","C170701","A040224"
"05034","B100501","B150102","B210107"
"05035","A040228","A040222","A040224"
"05036","B140103","B290405","B100504"
"05037","B210802","B100305","B140103"
"05038","A010201","A010402","A010404"
"05039","B150102","B200801","B900103"
"05040","A010710","A011003","A010402"
"05041","A040232","A010710","A040401"
"05042","B200801","B140103","B470106"
"05043","B150402","B150404","B430101"
"05044","A010402","A010404","A010403"
"05045","B140103","B100305","B140102"
"05046","C030401","C070101","C080201"
"05047","A010644","A020302","A010613"
"05048","A010401","A010302","A010402"
"05049","B480301","B670402","B430101"
"05050","B210802","B100502","B100504"
"05051","C070101","C030401","C100202"
"05052","B210802","B210107","B270301"
"05053","A010803","A010802","B130501"
"05054","B160201","B160102","B160101"
"05055","C070101","C170701","C150103"
"05056","B100305","B670402","B620102"
"05057","A040254","A011004","A080106"
"05058","B210802","B210107","B160101"
"05059","B740102","B140102","B430102"
"05060","C070101","C070102","C070103"
"05061","B100305","B210802","B380404"
"05062","A060166","A010401","A040233"
"05063","A040229","A090201","A040217"
"05064","C150306","C150302","C010506"
"05065","B670404","B150102","B650202"
"05066","A011001","A010601","A011003"
"05067","B380409","B210802","B380307"
"05068","B100305","B100301","B520903"
"05069","B370906","A040229","B900102"
"05070","B100305","B100502","B480301"
"05071","B160202","B100305","B210802"
"05072","A010401","A010302","A010901"
"05073","A010604","A040224","C030401"
"05074","A010902","A010302","A010401"
"05075","B100305","B150102","B480401"
"05076","A040228","A010648","A010638"
"05077","D040106","D040108","D010401"
"05078","A010302","A010902","A010101"
"05079","A040222","A020302","C170701"
"05080","B530401","B650202","B050202"
"05081","A040224","A010403","A010401"
"05082","A010403","A010302","A010402"
"05083","A010101","A010608","A010404"
"05084","B140103","B160201","B140101"
"05085","B740501","B100504","B100305"
"05086","A010401","A010630","A010101"
"05087","C070103","B100504","B100405"
"05088","A040214","A040215","A020302"
"05089","B210802","B670402","B100305"
"05090","B890103","B100301","B380405"
"05091","A020302","A010613","A020303"
"05092","A010404","A010710","A011004"
"05093","C170631","C070101","C150405"
"05094","B100305","B380402","B210802"
"05095","C170401","C070101","C070202"
"05096","A010901","A020302","A090201"
"05097","B150601","B150401","B160201"
"05098","C070102","A010606","C170206"
"05099","A020302","A011001","A011004"
"05100","B100305","B380208","B380203"
"05101","B100502","B160201","B140101"
"05102","B080601","B740101","B740102"
"05103","A010404","A010501","A040217"
"05104","B290102","B530401","B200801"
"05105","A020302","A010401","A010623"
"05106","A010401","A010710","A010302"
"05107","A010403","A010304","A010644"
"05108","C030401","C030901","C070402"
"05109","C030401","C110101","C170206"
"05110","B100301","B200801","B100306"
"05111","B100301","B100501","B140103"
"05112","C170206","C070102","C030901"
"05113","A010101","A020302","A010407"
"05114","A010401","A010202","A010403"
"05115","A020302","A010602","A010710"
"05116","B210802","B890103","C170206"
"05117","C150401","C150405","C110101"
"05118","B100305","B120202","B120103"
"05119","B100301","B100306","B380407"
"05120","A010401","A010201","A010403"
"05121","B140103","B140101","B160402"
"05122","C030111","C070103","C110401"
"05123","B100305","B140101","B140103"
"05124","A040229","A040228","A040217"
"05125","B210802","B120603","B430602"
"05126","B160301","B210802","B100305"
"05127","A060114","A010624","A010655"
"05128","C070102","C170206","C030401"
"05129","C070101","C150302","C170206"
"05130","C110301","C150405","C110203"
"05131","C070101","C150405","C150401"
"05132","A040224","A010602","A010613"
"05133","B100305","B110203","B100301"
"05134","C170206","C070203","C030901"
"05135","B430103","B200302","B100101"
"05136","B100502","B200302","B100504"
"05137","B100305","B140103","B430101"
"05138","C070202","C170401","C070101"
"05139","B140206","B140102","B140101"
"05140","C120601","C120101","C120201"
"05141","B100305","B430101","B160201"
"05142","A010302","A010402","A020302"
"05143","A010302","A010404","A010902"
"05144","A020302","A040224","A060203"
"05145","C120501","C150101","C070101"
"05146","A010404","A011001","A010602"
"05147","B210802","B160402","B160201"
"05148","A010602","B160201","B160301"
"05149","C070101","C110601","C150401"
"05150","A010201","A010202","A010401"
"05151","C170206","A010613","A011003"
"05152","C120201","C150103","C150302"
"05153","C030401","C070101","C030901"
"05154","B670402","B100305","B140103"
"05155","A010403","A010401","A010402"
"05156","B100504","B261004","B210802"
"05157","C070102","C060406","C120201"
"05158","A010901","A010402","A010401"
"05159","A010403","A011003","A010606"
"05160","B380404","B670201","B210802"
"05161","A020116","A010602","A010608"
"05162","B140103","B140101","B100305"
"05163","B100305","B200801","B140103"
"05164","B100305","B140102","B140103"
"05165","A020302","A010608","A040224"
"05166","A060201","A010401","A010302"
"05167","A010302","A010401","A010901"
"05168","B900103","B900203","C160504"
"05169","A010201","A011001","A011003"
"05170","C070101","C150405","C150101"
"05171","A010401","A010638","A011004"
"05172","A010404","A040222","A010403"
"05173","B160201","B330605","B150501"
"05174","A011004","A010603","A010302"
"05175","B140103","B150404","B140102"
"05176","A010404","A010402","A010302"
"05177","A010401","A010302","A010608"
"05178","A010402","A010403","A010401"
"05179","C120601","C120101","C130302"
"05180","B100301","B150102","B100504"
"05181","A010403","A010201","A010404"
"05182","A010403","A010302","A010404"
"05183","C050205","C070101","C030401"
"05184","A010601","A010602","A010401"
"05185","B100504","B100301","B100502"
"05186","C070201","C030401","C030605"
"05187","A040224","A020302","A040254"
"05188","B050110","B210802","B740101"
"05189","B200801","B180901","B240302"
"05190","B100305","B430101","B140103"
"05191","B200801","B140103","B100306"
"05192","C120601","C120101","C070101"
"05193","C070102","B100306","B200801"
"05194","A010644","B100501","A010635"
"05195","A010302","A010404","A010402"
"05196","A010635","C010214","A020116"
"05197","A010623","A011003","A010604"
"05198","A010901","A010904","A010608"
"05199","C160920","C040601","C170206"
"05200","A040224","A040229","A010606"
"05201","C070203","C150401","C070202"
"05202","A040215","A040214","A020302"
"05203","A010403","A010402","A010202"
"05204","C070101","C010206","C010101"
"05205","A010402","A060203","A020302"
"05206","C070202","C170701","C060406"
"05207","A060103","A070301","A010644"
"05208","A010401","A010606","A010402"
"05209","B100501","C070101","A010613"
"05210","A010613","A010627","A040224"
"05211","A010201","A010613","A010608"
"05212","C070101","C130302","C030401"
"05213","A010302","A010404","A011004"
"05214","B140103","B100305","B140102"
"05215","A010613","A010302","B100301"
"05216","A011004","B140102","B100305"
"05217","A020302","A010902","A010602"
"05218","C120101","C120601","C160920"
"05219","A010302","B100502","A090405"
"05220","B160201","B140101","B140103"
"05221","C110203","C090101","C030401"
"05222","B210802","C070101","A010613"
"05223","A020302","A010604","A010602"
"05224","C170206","C170150","C070101"
"05225","A060203","A060114","A010606"
"05226","B140103","B210802","B740501"
"05227","A040223","A010652","A040229"
"05228","A010631","A060166","A090102"
"05229","B100301","B380404","B670402"
"05230","B140101","B140202","B740101"
"05231","B100305","B430101","B210802"
"05232","A010401","A010602","A010638"
"05233","B140103","B200801","B140201"
"05234","B160201","B160402","B160101"
"05235","A010302","A010401","A010404"
"05236","B200801","B080401","B210107"
"05237","A010710","A010603","A010501"
"05238","A010401","A010902","A010402"
"05239","A080106","A040215","A010647"
"05240","A010302","A010404","A010402"
"05241","A010653","A040224","A020302"
"05242","B140101","B140103","B740101"
"05243","B140103","B100305","B140102"
"05244","B100402","B100104","B210802"
"05245","C070101","C070103","C010104"
"05246","A010404","A010401","A010101"
"05247","C120202","C070101","C010206"
"05248","A010302","A010404","A010608"
"05249","B210107","B210802","B140103"
"05250","A010607","A010302","A010645"
"05251","A011003","A011004","A010302"
"05252","B080504","B430601","B430101"
"05253","A010404","A010302","A010403"
"05254","B100305","B160201","B140103"
"05255","C070102","C030401","C030901"
"05256","C070101","A010631","C030901"
"05257","C070101","C150405","C030901"
"05258","A010602","A011001","A010644"
"05259","B740102","B200801","B430806"
"05260","A040224","A040254","A010627"
"05261","A010638","A010613","A020302"
"05262","B040101","B140102","B140101"
"05263","B100305","B200801","B430806"
"05264","C030401","C030208","C050204"
"05265","A040225","A010613","A020302"
"05266","A010401","A010302","A010101"
"05267","B100305","B140103","B140102"
"05268","A010401","A010403","A020302"
"05269","A010613","A030101","A010803"
"05270","A010401","A010710","A010402"
"05271","A010302","A010404","A010403"
"05272","A010710","A010902","A010403"
"05273","A040233","B100306","B050117"
"05274","C150405","C030401","C010101"
"05275","B380303","B010205","B430101"
"05276","B100305","B100504","B430804"
"05277","B100301","B140103","B650203"
"05278","C120501","C030401","C030404"
"05279","A020302","A040222","A010606"
"05280","A020302","A010612","A090305"
"05281","A040217","A010404","A011004"
"05282","A080122","A010402","A010101"
"05283","A010638","C070103","C070101"
"05284","B200801","C060506","C030401"
"05285","A090201","A020303","A010401"
"05286","B210802","B140103","B100502"
